change_24h,market_cap,name,price,volume_24h
+6.25%,$125.94 M,Solidus Ai Tech,$0.2003,$1.15 M
-1.80%,$126.09 M,Orca,$2.50,$17.37 M
+1.01%,$125.08 M,Sun (New),$0.01257,$20.46 M
+0.76%,$125.35 M,Wrapped Matic,$0.7212,$12.37 M
+0.25%,$125.29 M,Kyber Network Crystal v2,$0.665,"$275,593"
-0.47%,$126.58 M,Symbol,$0.02145,$2.88 M
-2.11%,$124.61 M,Constellation,$0.04337,$4.27 M
-1.79%,$125.77 M,Hivemapper,$0.07596,$16.72 M
+1.32%,$123.86 M,Radiant Capital,$0.2166,$25.31 M
+12.18%,$128.79 M,Liquity,$1.34,$2.86 M
+10.26%,$119.23 M,Paycoin,$0.1183,"$23,834"
+0.62%,$121.6 M,Stader MaticX,$0.8037,$23.71 M
+3.46%,$121.55 M,WINkLink,$0.0001223,$19.43 M
-0.42%,$120.16 M,Heroes of Mavia,$3.37,$1.33 M
-3.75%,$118.31 M,Myria,$0.006054,$16.37 M
-0.62%,$117.88 M,MOBOX,$0.3756,$7.77 M
+2.76%,$116.02 M,CertiK,$0.8604,$13.03 M
-5.94%,$116.78 M,Unizen,$0.1686,"$726,328"
+1.31%,$116.87 M,Dione Protocol,$0.01229,$5.22 M
+1.03%,$116.61 M,Maverick Protocol,$0.4664,"$238,923"
+1.64%,$115.3 M,Bazaars,$9.88,$2.89 M
+3.27%,$113.78 M,Dogelon Mars,$0.000000207,$5.79 M
+1.24%,$113.63 M,LeverFi,$0.003527,N/A
+0.02%,$114.28 M,Venus USDC,$0.02395,$3.15 M
-1.41%,$113.96 M, Alpha Venture DAO,$0.1291,$119.97 M
-9.50%,$118.04 M,MAGA,$0.0003025,$14.93 M
-1.92%,$111.96 M,Gitcoin,$1.69,$8.04 M
-1.72%,$112 M,ARPA Chain,$0.07683,"$624,463"
-0.31%,$112.25 M,Tokenlon Network Token,$0.9713,$5.03 M
+4.35%,$112.22 M,Wrapped CRO,$0.1173,$2.62 M
+21.70%,$115.49 M,Aurora,$0.2452,$4.55 M
-1.63%,$111.05 M,Gains Network,$3.32,"$378,407"
+2.22%,$110.65 M,HashAI,$0.001309,"$108,134"
+0.00%,$110.54 M,Decentral Games [Old],$318.84,"$973,524"
+1.16%,$110.3 M,dKargo,$0.02635,$1.77 M
-1.35%,$109.96 M,MARBLEX,$0.8761,$5.05 M
+0.36%,$109.25 M,DAO Maker,$0.7284,$5.59 M
+0.47%,$108.84 M,Acala Token,$0.1066,"$849,627"
-0.49%,$108.84 M,Forta,$0.2556,$4.37 M
-0.71%,$108.75 M,Bancor,$0.8167,$5.17 M
+2.01%,$108.16 M,Orchid,$0.1104,N/A
+0.00%,$108.74 M,Peseta Digital,$0.7516,$2.41 M
+1.01%,$108.47 M,MiL.k,$0.3006,$16.91 M
-5.00%,$108.31 M,Mines of Dalarnia,$0.1944,$5.02 M
-1.48%,$107.8 M,Bluzelle,$0.251,"$799,861"
-2.59%,$107.62 M,IX Swap,$0.6223,$3.48 M
+2.76%,$107.26 M,Secret,$0.3953,$2.02 M
+15.84%,$108.69 M,Tectum,$14.78,"$297,721"
+1.79%,$105.72 M,Everscale,$0.05371,$2.65 M
+1.44%,$106.1 M,Pangolin,$0.4859,"$832,945"
+0.72%,$105.39 M,XYO,$0.00782,$14.72 M
-0.92%,$104.83 M,Radio Caca,$0.0002864,$3.21 M
-0.49%,$104.54 M,Banana Gun,$40.31,$13.37 M
-0.12%,$103.66 M,Metal,$1.56,$2.08 M
-3.69%,$103.68 M,Guild of Guardians,$0.1768,$5.75 M
+0.53%,$103.19 M,Orbs,$0.03258,$8.52 M
+0.62%,$102.37 M,Zebec Network,$0.002012,$6.17 M
-0.18%,$101.45 M,Loom Network,$0.08287,$11.9 M
+8.00%,$103.61 M,ChainGPT,$0.2118,$33.92 M
+0.23%,$101.72 M,BakeryToken,$0.351,$19.7 M
+9.62%,$99.87 M,BENQI,$0.02145,$9.8 M
+2.25%,$101.75 M,Telos,$0.2709,$7.91 M
+3.52%,$105.16 M,GMT Token,$0.2618,"$4,012"
+4.53%,$101.61 M,GuildFi,$0.4029,$1.01 M
+5.64%,$101.31 M,AllianceBlock Nexera,$0.1323,$38.34 M
+4.71%,$99.08 M,KARRAT,$1.13,"$815,841"
-0.01%,$100.92 M,The Doge NFT,$0.006759,$5.94 M
+0.98%,$100.69 M,Goldfinch,$3.46,$1.62 M
+6.30%,$100.3 M,Moonwell Artemis,$0.04032,"$804,997"
-0.55%,$100.22 M,MediBloc,$0.01109,"$646,450"
-0.51%,$99.83 M,CUDOS,$0.01709,$4.35 M
-0.45%,$98.34 M,Verge,$0.005952,"$150,696"
+0.15%,$99.1 M,Ozone Chain,$0.2267,$4.58 M
-5.57%,$97.74 M,Snek,$0.001335,"$981,669"
-0.31%,$97.72 M,Inverse Finance DOLA Stablecoin,$0.995,$3.23 M
+0.51%,$98.54 M,Standard Tokenization Protocol,$0.05073,$21.36 M
-1.04%,$96.43 M,Grok,$0.01526,$2.56 M
-1.47%,$95.88 M,CANTO,$0.1605,$8.91 M
-2.43%,$95.12 M,Badger DAO,$4.94,"$312,778"
-0.52%,$95.29 M,Humans.ai,$0.01709,"$223,024"
-0.35%,$94.05 M,XPLA,$0.1601,$5.2 M
+1.96%,$94.6 M,NKN,$0.1253,$3.98 M
-3.42%,$94.76 M,Velodrome Finance,$0.136,$4.35 M
+0.15%,$93.9 M,LooksRare,$0.0939,$4.28 M
+2.99%,$94.39 M,Automata Network,$0.1932,$1.45 M
-0.25%,$93.11 M,Energy Web Token,$3.10,$5.84 M
+0.51%,$95.03 M,Minati Coin,$15.14,$9.44 M
-0.65%,$92.64 M,Origin Protocol,$0.1602,$2.13 M
-5.03%,$93.81 M,Node AI,$0.9899,$5.12 M
-2.47%,$92.86 M,Radicle,$1.79,$7.92 M
+0.54%,$92.25 M,Ardor,$0.09235,"$730,412"
-1.45%,$91.98 M,Ergo,$1.22,$1.92 M
+3.04%,$91.51 M,GamerCoin,$0.1408,$12.31 M
+1.10%,$91.99 M,Aavegotchi,$1.74,"$280,542"
-0.13%,$91.33 M,USDX [Kava],$0.8186,$8.32 M
+3.35%,$91.5 M,SuperRare,$0.1304,$1.72 M
+7.48%,$90.91 M,Entangle,$0.8276,"$747,474"
-7.06%,$91.37 M,LUKSO,$2.99,$13.79 M
-3.41%,$89.23 M,ArbDoge AI,$0.0000000005115,$3.56 M
-2.83%,$89.11 M,LTO Network,$0.2079,$13.04 M
-1.57%,$87.44 M,Alien Worlds,$0.02017,"$1,887"
+2.68%,$87.03 M,VerusCoin,$1.14,$16.05 M
+13.08%,$88.37 M,Multibit,$0.09302,"$253,012"
+1.61%,$86 M,Bifrost (BFC),$0.06202,$12.54 M
-0.74%,$85.84 M,GameBuild,$0.005441,$2.72 M
+8.25%,$85.31 M,CAW(A Hunters Dream),$0.000000134,"$380,331"
+2.35%,$84.91 M,Redacted,$276.08,$2.81 M
+2.99%,$83.67 M,WazirX,$0.2191,$1.56 M
-0.08%,$83.48 M,Gemini Dollar,$0.9967,$1.24 M
-0.07%,$83.09 M,Liquity USD,$1.00,$2.64 M
-0.33%,$82.65 M,Ethernity Chain,$4.02,"$915,792"
-0.58%,$82.75 M,Gearbox Protocol,$0.01565,"$445,000"
+0.24%,$82.89 M,Tokamak Network,$1.89,$102.19 M
+37.78%,$83 M,GME,$0.01206,$2.35 M
-1.53%,$81.46 M,Wrapped Fantom,$0.8228,$27.53 M
+12.29%,$81.98 M,Ren,$0.08205,$6.4 M
-0.62%,$79.35 M,MAP Protocol,$0.01804,$30.94 M
-2.36%,$79.27 M,Drift,$0.5262,$7.53 M
+0.25%,$79.29 M,Wrapped NXM,$80.46,$4.33 M
-3.92%,$77.65 M,QuarkChain,$0.01109,"$71,611"
+0.40%,$78.21 M,HyperCycle,$0.5042,"$11,407"
+0.80%,$70.36 M,Eigenpie mstETH,"$3,844.10","$47,343"
+1.36%,$78.3 M,ankrETH,"$4,452.56","$6,435"
-1.28%,$78.9 M,Krypton DAO,$0.7701,$1.19 M
-4.02%,$77.29 M,Trias Token (new),$7.82,"$563,854"
+6.44%,$76.31 M,Huobi Token,$0.4704,$7.32 M
-1.48%,$76.77 M,Perpetual Protocol,$1.16,$4.72 M
-2.70%,$76.4 M,Toko Token,$0.4509,$21.56 M
-9.34%,$79.13 M,BlackCardCoin,$18.02,"$17,347"
-4.23%,$76.06 M,bemo staked TON,$7.46,$1.15 M
+2.12%,$75.51 M,Gods Unchained,$0.2532,$10.05 M
+0.16%,$75.56 M,MEMETOON,$0.01342,$1.67 M
-3.50%,$74.9 M,GenesysGo Shadow,$0.4649,"$904,803"
-2.27%,$74.37 M,Dora Factory (new),$0.1384,$897
-1.47%,$74.17 M,Hifi Finance,$0.007901,"$735,968"
+0.79%,$74.07 M,Uquid Coin,$7.41,$4.46 M
+3.48%,$75.14 M,PepeFork,$0.0000001786,$8.89 M
-0.98%,$74.44 M,ALEX Lab,$0.1227,"$942,909"
-1.20%,$73.53 M,Aleph.im,$0.2974,"$1,600"
+1.05%,$73.5 M,Polymath,$0.07946,$20
-0.12%,$73.13 M,Global Currency Reserve,$0.6833,"$257,314"
-6.61%,$72.77 M,Sovryn,$1.18,$1.16 M
+2.06%,$72.92 M,Metaplex,$0.2932,$7.01 M
-0.48%,$72.45 M,StormX,$0.007245,$3.02 M
-1.00%,$72.4 M,MovieBloc,$0.004094,$3.32 M
+2.32%,$72.37 M,Cortex,$0.327,$1.07 M
+7.28%,$71.95 M,Euler Finance,$4.87,"$228,464"
+0.88%,$71.63 M,AGORIC,$0.1087,$2.41 M
+10.19%,$71.75 M,Maple,$16.24,$12.02 M
+8.39%,$69.53 M,pSTAKE Finance,$0.1582,N/A
+0.00%,$71.13 M,ZB Token,$0.1535,$2.27 M
-0.81%,$70.65 M,REI Network,$0.07437,"$101,300"
+1.37%,$70.76 M,Clash of Lilliput,$0.8621,$5.63 M
-3.23%,$70.6 M,Polkastarter,$0.7115,$14.72 M
+1.13%,$70.46 M,Railgun,$1.23,$5.11 M
+1.54%,$70.29 M,ArchLoot,$0.2315,$2.35 M
-4.51%,$70.09 M,Victoria VR,$0.01314,"$1,127"
+2.07%,$69.33 M,Shardus,$0.1577,$10.15 M
-0.46%,$69.37 M,Bitgert,$0.0000001753,"$66,140"
+1.37%,$68.92 M,sETH2,"$3,851.27",N/A
+0.00%,$69.03 M,Lendefi,$0.0116,"$54,699"
+0.95%,$68.57 M,CoW Protocol,$0.299,$48.64 M
+0.85%,$68.85 M,Linear,$0.01096,$4.17 M
-1.39%,$68.24 M,Litentry,$1.22,$25
+2.00%,$66.35 M,Props Token,$0.1292,$5.67 M
+17.46%,$68.36 M,Best Fintech Investment Coin,$6.46,$8.82 M
+0.07%,$68.26 M,Bella Protocol,$1.05,$9.15 M
-0.79%,$68.41 M,Polyhedra Network,$1.13,$1.71 M
+1.73%,$67.9 M,Streamr,$0.0657,$10.78 M
+0.03%,$67.72 M,PlatON,$0.01201,"$4,734"
+0.27%,$67.45 M,RAMP,$0.1412,"$459,898"
+0.32%,$67.18 M,Humanscape,$0.06763,$27.46 M
+16.51%,$67.05 M,Cocos-BCX,$0.9437,$3.26 M
+1.40%,$66.37 M,NULS,$0.6104,$4.81 M
-1.45%,$65.77 M,Ampleforth Governance Token,$4.39,$187.36 M
+111.18%,$70.29 M,Ben the Dog,$0.0703,"$740,084"
+1.02%,$65.63 M,Rarible,$2.75,"$213,746"
+0.54%,$64.31 M,DeFi Pulse Index,$115.05,"$88,168"
+3.74%,$64.22 M,Wrapped IoTeX,$0.06453,$2.05 M
+1.76%,$63.17 M,Ultra,$0.1671,"$820,302"
+4.09%,$63.1 M,Wrapped TAO,$420.29,"$781,580"
-3.40%,$62.75 M,QANplatform,$0.03691,"$412,083"
+9.55%,$62.6 M,DEXTools,$0.7745,$2.1 M
-0.54%,$62.48 M,Star Atlas,$0.003891,$1.63 M
+22.30%,$62.35 M,Dimitra,$0.1282,$2.58 M
-0.42%,$62.57 M,Rally,$0.01205,$2.38 M
+0.07%,$62.12 M,Anchored Coins AEUR,$1.09,$31.85 M
-3.88%,$61.52 M,OMG Network,$0.4387,"$390,138"
+1.37%,$61.81 M,Across Protocol,$0.4477,$3 M
+22.55%,$60.47 M,crow with knife,$0.00000007855,"$129,090"
+0.87%,$61.77 M,Function X,$0.1512,$420
-0.08%,$61.74 M,Compound Dai,$0.02301,$6.17 M
+5.00%,$62.59 M,Orion Protocol,$1.83,$1.23 M
+4.59%,$61.56 M,Boson Protocol,$0.4756,"$676,248"
-2.73%,$61.31 M,SIDUS,$0.006553,$2.32 M
-0.87%,$61 M,Cobak Token,$0.7213,$3.27 M
-0.01%,$60.8 M,USD+,$1.00,"$587,166"
+0.32%,$60.46 M,Metadium,$0.03549,$7.55 M
-0.72%,$60.4 M,Clover Finance,$0.07515,$350
-0.61%,$60.37 M,Staked TRX,$0.1242,$2.17 M
+0.83%,$60.23 M,Flamingo,$0.1015,$8.53 M
-0.38%,$60.13 M,Sweat Economy,$0.00899,$166.8 M
+26.52%,$60.15 M,Celsius,$1.59,N/A
+2.51%,$59.81 M,Elastos,$2.71,$1.13 M
-2.83%,$59.41 M,VAIOT,$0.1792,$7.98 M
-0.45%,$59.11 M,DIA,$0.5344,$1.84 M
-0.95%,$58.54 M,PaLM AI,$0.741,$2.91 M
+1.99%,$59.22 M,Enzyme,$22.22,$1.35 M
+0.06%,$59 M,Alethea Artificial Liquid Intelligence Token,$0.01644,$5.34 M
+2.14%,$58.98 M,Komodo,$0.4338,$1.52 M
-1.26%,$58.77 M,Wirex Token,$0.005877,$2.2 M
+3.90%,$58.64 M,Kishu Inu,$0.0000000006296,"$118,232"
-2.92%,$58.54 M,GameFi,$5.35,$2.35 M
+1.42%,$58.44 M,FUN Token,$0.00533,$4.41 M
+2.13%,$57.89 M,Alchemix,$25.72,$12.67 M
+4.56%,$57.82 M,PlayDapp,$0.1029,N/A
+0.00%,$58.09 M,TempleDAO,$0.9738,"$259,958"
+0.46%,$58.07 M,Whiteheart,"$6,533.35",$13.01 M
-8.62%,$59.1 M,Adverb,$0.00000168,"$795,938"
-0.74%,$57.77 M,district0x,$0.05777,"$2,563"
+0.23%,$57.53 M,JPool Staking Pool Token,$204.84,$2.27 M
+0.43%,$57.39 M,SaucerSwap,$0.08847,$2.02 M
+11.16%,$55.58 M,Dynex,$0.6128,$5.08 M
-2.26%,$57.08 M,Boba Network,$0.3326,$15.56 M
+1.22%,$56.27 M,Contentos,$0.011,$4.18 M
-0.33%,$56.37 M,Chain,$0.00202,N/A
+0.00%,$56.09 M,Cannation,$22.65,$2.01 M
+11.40%,$56.22 M,Zero1 Labs,$0.6163,"$307,368"
-0.98%,$55.63 M,VitaDAO,$2.18,"$410,113"
-4.66%,$55.9 M,OctaSpace,$1.93,"$365,027"
-12.82%,$54.99 M,Commune AI,$0.5459,"$78,872"
-2.49%,$55.6 M,Merit Circle,$2.70,"$448,372"
-7.78%,$53.94 M,Staika,$1.87,"$525,319"
-2.65%,$55.45 M,ChainSwap,$0.05999,$3.89 M
+11.21%,$55.41 M,Mdex,$0.05831,"$69,878"
+0.15%,$55.37 M,Magic Internet Money,$0.9957,$1.01 M
+2.11%,$55.28 M,Numbers Protocol,$0.0887,"$40,855"
-41.99%,$54.9 M,ALL BEST ICO,$0.04127,"$927,827"
-1.88%,$55.34 M,Neopin,$0.6252,$1.8 M
-2.38%,$55.22 M,Chainge,$0.1165,$8.58 M
-0.82%,$54.82 M,Stafi,$0.5241,$31.86 M
-1.85%,$53.52 M,Parcl,$0.4363,N/A
+0.93%,$53.96 M,Reserve,$1.87,$2.32 M
-1.56%,$53.6 M,Beta Finance,$0.06713,"$585,679"
+1.52%,$53.56 M,Star Atlas DAO,$0.2126,"$6,001"
+1.56%,$53.52 M,Metacraft,$1.02,$1.06 M
+3.03%,$53.68 M,Electroneum,$0.002987,$2.66 M
-3.08%,$52.24 M,Blendr Network,$1.28,$4.27 M
-0.05%,$52.22 M,Dego Finance,$2.49,$1.66 M
+7.48%,$52.76 M,Burnedfi,$3.81,N/A
+0.81%,$51.61 M,Venus XVS,$0.2299,"$492,564"
-0.14%,$51.41 M,Assemble Protocol,$0.03464,$3.27 M
-6.02%,$51.18 M,Ultima,"$3,336.54",$19.05 M
-7.28%,$50.79 M,Reef,$0.002226,"$35,500"
-0.12%,$50.76 M,Veno Finance,$0.1056,$20
-0.04%,$50.59 M,Netrum,$23.64,$9.5 M
+0.27%,$50.37 M,Verasity,$0.005037,$5.15 M
+3.21%,$50.31 M,League of Kingdoms Arena,$0.2964,"$40,285"
+7.69%,$50.1 M,JPEG'd,$0.0007218,"$902,541"
-0.03%,$50.22 M,HAY,$1.00,$7.43 M
+1.35%,$50.19 M,The Root Network,$0.04831,"$642,563"
+7.08%,$49.7 M,StrikeX,$0.05772,$2.59 M
+5.67%,$47.81 M,DIMO,$0.2143,$1.23 M
+0.96%,$49.66 M,HUNT,$0.3928,"$16,422"
+0.01%,$49.71 M,smARTOFGIVING,$0.6738,"$866,661"
+1.37%,$49.38 M,RichQUACK.com,$0.00000000112,$7.26 M
-6.08%,$49.3 M,Samoyedcoin,$0.01348,"$118,200"
+0.89%,$49.11 M,Botto,$1.05,$1.62 M
+1.97%,$48.98 M,Doge Killer,$460.48,$70.43 M
+27.76%,$49.94 M,Bonfida,$0.3886,"$22,522"
-0.60%,$49.08 M,EverGrow Coin,$0.0000001056,$5.24 M
+0.21%,$48.51 M,Aergo,$0.109,"$982,536"
-2.38%,$48.46 M,AI Analysis Token,$0.7075,$4.07 M
-1.66%,$48.63 M,IDEX,$0.06022,"$882,400"
-2.23%,$49.52 M,Crown by Third Time Games,$0.515,$7.17 M
+2.90%,$48.43 M,Apeiros,$0.5526,"$469,934"
+1.16%,$48.08 M,ViciCoin,$21.09,$1.07 M
-15.12%,$48.87 M,IX Token,$0.4327,$1.95 M
+3.11%,$47.9 M,Sologenic,$0.1198,$1.15 M
+11.10%,$47.61 M,Propchain,$2.50,"$469,434"
-1.67%,$47.17 M,Persistence,$0.2504,"$982,841"
+1.67%,$47.69 M,Opulous,$0.1681,N/A
+0.00%,$47.47 M,bZx Protocol,$0.04998,"$25,617"
-5.57%,$47.44 M,LUKSO,$3.05,$33.05 M
+0.63%,$46.89 M,Steem Dollars,$3.50,$2.64 M
-0.58%,$46.92 M,Harvest Finance,$68.49,$7.19 M
-1.81%,$47.14 M,Neon EVM,$0.8176,"$360,630"
+9.30%,$46.46 M,CoinEx Token,$0.06556,$1.64 M
+3.90%,$45.99 M,Propbase,$0.1312,"$86,073"
+2.07%,$47.36 M,Pirate Chain,$0.2414,$8.73 M
-0.23%,$46.72 M,TomoChain,$0.4825,"$243,960"
+1.46%,$46.83 M,Cornucopias,$0.05518,"$55,213"
-1.56%,$46.32 M,DeGate,$0.1196,$4.04 M
+2.11%,$45.87 M,Biswap,$0.09499,$53.77 M
+0.49%,$46.07 M,MON Protocol,$0.426,$1.54 M
+14.22%,$46.03 M,Games for a living,$0.02062,$20
-0.10%,$45.73 M,LiteCoin Ultra,$44.34,"$10,474"
+3.24%,$45.59 M,Alitas,$0.38,"$666,153"
-0.24%,$46.3 M,ThunderCore,$0.004301,$1.67 M
+1.14%,$45.6 M,IRISnet,$0.02835,"$309,573"
-2.50%,$44.92 M,Smog,$0.05766,$28
-0.88%,$44.78 M,DeFiChain,$0.05458,$3.96 M
+2.61%,$44.59 M,Measurable Data Token,$0.06595,$3.47 M
-0.63%,$43.99 M,CEEK VR,$0.05459,"$421,922"
+12.33%,$43.65 M,Meter Governance,$1.31,$1.35 M
+0.67%,$43.48 M,ZTX,$0.01418,$184.1 M
+44.54%,$46.09 M,Burger Swap,$0.8638,"$277,891"
-3.32%,$43.44 M,Gelato,$0.395,$26.61 M
-0.85%,$43.05 M,tomiNet,$0.373,$4.97 M
+0.96%,$42.97 M,Utrust,$0.08594,$4.35 M
+2.53%,$43.19 M,Voxies,$0.246,"$1,632"
+0.59%,$43.11 M,Bit2Me,$0.008777,"$291,407"
+7.41%,$42.51 M,Stronghold Token,$0.007337,"$986,090"
-3.80%,$43.01 M,MATH,$0.3761,$3.21 M
+5.02%,$43.2 M,Clore.ai,$0.1732,$10.46 M
-3.41%,$42.44 M,MXC,$0.01606,"$302,486"
-8.47%,$42.42 M,Kin,$0.00001445,"$14,545"
+1.75%,$42.46 M,QuickSwap,$59.88,"$52,219"
+1.64%,$42.19 M,Instadapp,$2.35,$6.11 M
+1.85%,$42.03 M,Selfkey,$0.007922,$1.16 M
+20.14%,$40.38 M,WigoSwap,$0.02339,"$51,686"
-0.70%,$41.85 M,THORSwap,$0.2355,"$77,694"
+0.36%,$41.81 M,Aura Finance,$0.8214,$2.33 M
-0.85%,$41.52 M,FirmaChain,$0.04831,"$974,160"
-8.70%,$40.88 M,TRAC,$1.95,$2.76 M
+2.69%,$40.96 M,Travala.com,$0.7955,$5.42 M
-2.36%,$41.08 M,XCAD Network,$0.8607,"$153,462"
+2.54%,$41.04 M,Magpie,$0.1011,$8.56 M
-1.17%,$40.79 M,Statter Network,$0.8102,$1.48 M
+2.37%,$40.13 M,Green Satoshi Token,$0.02607,$1.69 M
+5.23%,$40.28 M,Polytrade,$1.10,"$153,175"
-3.05%,$40.29 M,Stargaze,$0.01615,"$239,348"
+0.95%,$39.94 M,Circuits of Value,$0.02238,$1.16 M
-8.60%,$39.98 M,Router Protocol,$2.57,$3.02 M
+2.17%,$39.92 M,Quickswap[New],$0.0563,$1.82 M
+0.30%,$39.82 M,Coreum,$0.1035,$1.75 M
+0.58%,$39.54 M,Euro Coin,$1.08,$2.24 M
-1.17%,$39.59 M,Vertex Protocol,$0.1619,$1.56 M
+0.73%,$39.47 M,DeFinder Capital,$1.49,$7.35 M
-0.71%,$39.31 M,Unifi Protocol DAO,$4.56,"$362,101"
-0.34%,$38.7 M,IAGON,$0.1029,$2.31 M
+0.87%,$38.91 M,Tether EURt,$1.07,"$192,605"
-6.09%,$38.43 M,Moon Tropica,$17.18,$4.22 M
+2.04%,$37.82 M,Pandora,"$3,781.73","$41,744"
-1.53%,$38.18 M,OmniFlix Network,$0.1522,$5.92 M
-70.47%,$39.01 M,MetFi,$0.3316,$2.76 M
+3.72%,$38.15 M,Cratos,$0.0007738,$1.61 M
-5.25%,$37.62 M,DEAPcoin,$0.001515,"$525,276"
+5.13%,$38.06 M,Volo Staked SUI,$1.13,"$533,547"
-1.03%,$38.08 M,ApolloX,$0.08502,$10.21 M
+1.79%,$37.6 M,ETH 2x Flexible Leverage Index,$34.59,"$72,685"
+6.04%,$37.83 M,Zero,$0.02516,$1.03 M
+5.67%,$37.55 M,SingularityDAO,$0.4538,"$486,716"
-4.77%,$37.12 M,Koinos,$0.446,"$152,500"
-11.64%,$37.18 M,PAID Network,$0.1236,$4.39 M
-3.13%,$37.64 M,DUKO,$0.003895,$3.46 M
+14.92%,$37.28 M,Marinade,$0.1416,"$315,141"
-0.41%,$37.04 M,Sentinel Protocol,$0.0744,N/A
+0.00%,$36.82 M,ONBUFF,$0.04781,"$129,590"
-0.08%,$36.45 M,ThetaDrop,$0.003298,"$8,761"
+1.69%,$36.68 M,Dero,$2.56,$1.8 M
-2.53%,$36.21 M,Groestlcoin,$0.425,"$915,620"
+0.90%,$36.49 M,Velas,$0.01405,"$728,311"
+2.28%,$36.54 M,Ampleforth,$1.29,$1.31 M
+7.81%,$37 M,Graphlinq Protocol,$0.1088,"$96,762"
+2.04%,$35.99 M,cheqd,$0.05602,"$898,578"
+1.38%,$36.21 M,Moss Coin,$0.08736,$540
-1.00%,$35.92 M,Snowbank,$224.98,$2.55 M
-1.58%,$35.86 M,ASD,$0.05429,$22.69 M
-3.00%,$35.87 M,Altura,$0.04984,$1.04 M
+0.13%,$35.63 M,sUSD,$0.9547,$1.16 M
-3.12%,$35.32 M,ELYSIA,$0.008807,N/A
+0.03%,$35.51 M,Venus USDT,$0.0239,$4.75 M
-0.18%,$35.48 M,Celo Dollar,$0.9979,"$851,859"
+1.09%,$35.68 M,Cere Network,$0.005141,"$546,185"
+0.98%,$35.32 M,PolySwarm,$0.02284,"$18,759"
-0.06%,$35.08 M,Hive Dollar,$0.9972,"$484,012"
+18.08%,$35.05 M,Stratos,$0.9033,"$157,136"
-2.65%,$34.57 M,Agoras,$1.92,"$22,466"
-6.50%,$34.89 M,Impossible Decentralized Incubator Access,$0.05131,"$9,965"
-0.97%,$34.77 M,Frax Price Index Share,$1.20,$5.18 M
+2.51%,$35.04 M,HyperGPT,$0.07374,$3.48 M
+8.68%,$34.57 M,Farcana,$0.05358,$3.01 M
+3.53%,$33.91 M,KlimaDAO,$4.24,"$324,604"
-0.66%,$34.69 M,Hacken Token,$0.05378,"$415,401"
-4.15%,$34.5 M,Taraxa,$0.008177,$5.12 M
-0.15%,$34.19 M,Ice Network,$0.005169,$6.91 M
-0.22%,$34.39 M,Santos FC Fan Token,$6.20,"$959,973"
-1.54%,$34.26 M,Blocksquare Token,$0.7153,"$113,741"
-2.96%,$34.36 M,Blockasset,$0.1286,"$193,325"
+0.99%,$34.6 M,DEPO,$0.03661,"$304,718"
+3.41%,$34.04 M,Index Cooperative,$5.06,$3.53 M
+1.50%,$33.69 M,UniLend,$0.4305,"$206,832"
+6.29%,$33.53 M,Locus Chain,$0.01611,$1.02 M
-3.64%,$33.48 M,Proton,$0.001298,"$840,134"
-4.83%,$34.44 M,AIT Protocol,$0.2412,"$816,479"
-1.85%,$33.45 M,AhaToken,$0.006493,$2.64 M
+0.95%,$33.34 M,Keep3rV1,$78.42,$4.35 M
+2.81%,$32.92 M,Ambrosus,$0.01091,"$286,962"
+0.00%,$32.9 M,Agora Defi,$3.24,$2.87 M
+0.78%,$32.62 M,Tranchess,$0.2049,"$518,701"
-3.65%,$32.75 M,HOPR,$0.09599,$1.03 M
+1.44%,$32.64 M,Klever,$0.003676,"$169,135"
-0.10%,$32.61 M,Connex,$28.36,"$1,887"
+14.67%,$33.42 M,Atlas DEX,$0.5467,"$44,403"
+2.02%,$32.43 M,KYVE Network,$0.055,"$75,465"
-0.75%,$32.3 M,Kwenta,$74.80,$1.9 M
+1.47%,$32.19 M,Beefy Finance,$402.31,"$1,653"
+7.54%,$32.14 M,PinkSale,$321.36,$1.62 M
-12.53%,$32.42 M,Only1,$0.09789,"$670,966"
+14.97%,$32.33 M,Concordium,$0.003395,"$854,075"
-4.41%,$31.69 M,Katana Inu,$0.001164,$9.62 M
-21.41%,$32.93 M,Super Trump,$0.01792,$2.91 M
+1.63%,$31.82 M,PIVX,$0.3813,"$274,369"
+0.11%,$32.02 M,RSK Smart Bitcoin,"$71,062.65","$1,254"
+0.11%,$31.95 M,Student Coin,$0.006002,$2.56 M
-1.10%,$31.91 M,ALTAVA,$0.06271,$1.9 M
+9.06%,$31.55 M,Wrapped Mantle,$1.05,$1.32 M
+4.27%,$32.78 M,Vara Network,$0.0625,"$609,689"
-0.00%,$31.81 M,Alpha Quark Token,$1.19,"$178,152"
+3.93%,$31.61 M,Shiba Predator,$0.00000005269,N/A
+0.00%,$31.55 M,Ultiledger,$0.01112,"$57,767"
-0.16%,$31.34 M,Dexalot,$0.6267,$7.37 M
+0.98%,$30.97 M,Akropolis,$0.006982,N/A
+0.00%,$30.96 M,Compound Basic Attention Token,$0.004435,"$53,175"
-1.53%,$30.47 M,Eco,$0.1106,$1.39 M
+2.30%,$30.89 M,Nibiru Chain,$0.1655,$2.21 M
-3.53%,$30.7 M,Wrapped NCG (Nine Chronicles Gold),$0.08659,$4.12 M
+1.85%,$30.69 M,Ambire AdEx,$0.213,$12.67 M
+9.54%,$30.96 M,Cetus Protocol,$0.1106,$9.63 M
